id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
989375603393435136,Low rise apartment in prime area,203729577,Pui,,Vadhana,13.74001,100.57738,Entire home/apt,2190,3,12,2024-08-13,1.11,1,146,12,
989447142459140506,Luxurious Apartment 3 mins walk to Bts & Lawson,185438150,Pete&Gumpoong,,Thon buri,13.71254,100.47544,Entire home/apt,1200,20,4,2024-08-04,0.38,6,167,4,
989447150127541798,New Cozy Apt! Pool! Prime Location,185438150,Pete&Gumpoong,,Bang Kapi,13.751260590100106,100.61129916658854,Entire home/apt,1000,20,5,2024-08-25,0.49,6,238,5,
989447155407812600,Studio Apartment Near BTS Punnawithi,185438150,Pete&Gumpoong,,Phra Khanong,13.68463,100.60598,Entire home/apt,929,10,6,2024-05-15,0.58,6,185,6,
989526210738625183,Spacious and Simple Apartment Retreat,539158502,Chonpipat,,Suanluang,13.736321287917033,100.6390951232788,Entire home/apt,650,3,25,2024-07-28,2.25,3,137,25,
989751550981662129,Condo opposite Icon Siam mall,13736407,Helen,,Sathon,13.711080026788038,100.5215744774651,Entire home/apt,815,1,16,2024-09-07,1.42,4,36,16,
989803423646666432,"Infinity Pool, Downtown, near Asiatique, Iconsiam",36009950,Sunny,,Sathon,13.71049,100.52021,Entire home/apt,,28,12,2024-08-26,1.04,19,24,12,
989821951831320947,5room green WORK SPACE chatuchak BTS MRT/JJ market,471197676,Ningnong Chutima,,Chatu Chak,13.79811,100.55574,Entire home/apt,4314,1,29,2024-09-15,2.45,11,343,29,
990114265292646188,Spacious Modern Apartment! 5 mins BTS Phrom Phong!,482449714,Carl,,Vadhana,13.7297668,100.572556,Entire home/apt,2050,1,9,2024-02-02,0.82,31,270,9,
990122608970601165,"Penthouse one bed room , Bangkok曼谷,",45628851,Cc,,Khlong Toei,13.715897,100.5748618,Entire home/apt,1271,12,4,2024-07-10,0.44,1,195,4,
990124491807192618,Quintara Phume 39 Ready - Sunrise,27444800,Viraporn,,Vadhana,13.745316664592881,100.57422787205067,Entire home/apt,1300,21,0,,,2,172,0,
990135335424411221,Twin bed@Asoke BTS/MRT 5min Walk,155175445,Shammee,,Vadhana,13.7409715,100.564437,Private room,814,1,1,2023-10-18,0.09,13,169,1,
990145076282271805,PerFectHome3B2.5B/pool/QSNCC/BTS,178846375,Kwankamol,,Khlong Toei,13.7274248,100.5611563,Entire home/apt,6700,1,3,2024-01-06,0.25,5,231,3,
990149854711736269,Bangkok city/duplex 45m²/nice,139189243,Hana,,Sathon,13.71314276564989,100.52189032898465,Entire home/apt,1188,1,11,2024-09-03,0.92,72,256,11,
990156034526168531,Near BTS surasak/2 rooms/65 m²,139189243,Hana,,Sathon,13.707406455663294,100.52442662212725,Entire home/apt,1899,1,14,2024-09-16,1.23,72,251,14,
990247879735273030,高端公寓三房三卫，270度一线河景房,110237570,Lili,,Khlong San,13.715222510010312,100.50392012129029,Entire home/apt,18888,7,2,2023-12-22,0.20,7,89,2,
990260925827879977,高端大平层3卧3卫公寓，高层270 °俯瞰曼谷湄南河景，近iconsiam 水门寺大佛,534608257,Molly,,Khlong San,13.714998102015374,100.50340326927997,Entire home/apt,18000,30,2,2023-11-28,0.17,4,320,2,
990268377795780515,New Luxury 1BR/ High Fl/BTS Phrom Phong,110723438,Idan,,Vadhana,13.734082,100.571339,Entire home/apt,1800,30,3,2024-04-15,0.34,3,72,3,
990278488425378814,Suttisan 独立大花园别墅五卧三卫，近地铁、辉煌“新唐人街”、火车夜市,534608257,Molly,,Huai Khwang,13.790500403583112,100.57693572130437,Entire home/apt,8023,1,7,2024-08-04,0.64,4,116,7,
990285675451436702,Perfect for remote workers,534927158,Sophie,,Vadhana,13.71612188100006,100.60073439130012,Entire home/apt,,30,2,2024-02-04,0.17,1,29,2,
990365143948296576,Condo+pool: near Airport Link(A),430387401,Pornchai,,Suanluang,13.743220153566979,100.64386176689304,Entire home/apt,671,1,16,2024-05-31,1.59,5,269,16,
990428055858532434,Palace Khaosan Hotel,493412920,Alice,,Phra Nakhon,13.760296690598759,100.49762602671181,Private room,,1,0,,,173,270,0,
983776819280753970,曼谷豪华5卧5卫泳池别墅/市中心位置/高端别墅区,239315216,Andy,,Yan na wa,13.70072,100.54167,Entire home/apt,30000,10,0,,,1,270,0,
983786554462671542,KING BED - Modern & Elegant 1-BedRoom Suite,517798960,Ashwin,,Vadhana,13.7307976,100.5733846,Entire home/apt,1764,1,5,2024-06-01,0.58,9,271,5,
983790394480215675,King Bed - Central Bangkok - Amazing Location,517798960,Ashwin,,Vadhana,13.7307976,100.5733846,Entire home/apt,1750,1,6,2024-03-19,0.59,9,271,6,
983833959627526619,32MRT地铁300米快速wifi中国大使馆辉煌Jodd fair,205008955,Moon,,Huai Khwang,13.75913021112093,100.57051215495693,Entire home/apt,1286,7,7,2024-06-21,0.74,42,256,7,
983851118761829296,Grand Luxe Suite max6 Thonglor,406403381,Darisa,,Vadhana,13.733116886617843,100.58526995075587,Private room,8000,1,1,2023-12-28,0.11,32,181,1,
983966331393259188,Ekamai Residence,493412920,Alice,,Vadhana,13.7418487,100.590169,Private room,,1,0,,,173,270,0,
984031865312355002,"City center, near BTS Prompog",537905353,Alex,,Khlong Toei,13.7228584,100.5661799,Entire home/apt,1313,10,1,2024-01-12,0.12,1,200,1,
984316509644473985,30days!  LaChada Night Market studio 2PPL near MRT,52161947,Noons,,Huai Khwang,13.77229,100.58242,Entire home/apt,,30,1,2023-11-05,0.09,121,151,1,
984336278466798282,30days! La Chada Night Market studio 2PPL near MRT,201677068,Curry,,Huai Khwang,13.770081103668351,100.59176191566006,Entire home/apt,,45,0,,,222,151,0,
984378856381973685,A 35 sqm. Japanese Zen style.,341472080,Shinichi,,Khlong Toei,13.72462,100.5767,Private room,7429,1,0,,,14,270,0,
984382074040526912,Pantry in JapaneseZen style room,341472080,Shinichi,,Khlong Toei,13.72412,100.57723,Private room,19429,1,0,,,14,270,0,
984388170127606969,A 32 sqm. Zen style room,341472080,Shinichi,,Vadhana,13.72580327863203,100.57680010122661,Private room,19429,1,0,,,14,270,0,
984394407071910439,A 32 sqm. Zen style room,341472080,Shinichi,,Khlong Toei,13.725586566174801,100.57662750693862,Private room,8943,1,0,,,14,270,0,
984397996475578428,Japanese Zen style with 32 sqm.,341472080,Shinichi,,Khlong Toei,13.724212529474256,100.5766876955632,Private room,19429,1,0,,,14,270,0,
984423420106085949,High End King Bed Apartment - Central Bangkok,517798960,Ashwin,,Vadhana,13.7307976,100.5733846,Entire home/apt,1814,1,5,2024-03-13,0.51,9,270,5,
984426289993098643,Bsmile hostel,510743522,Naria,,Don Mueang,13.915062920492845,100.5856286,Shared room,1699,1,3,2024-08-06,0.40,2,152,3,
984483302211076378,NaNa BTS/2BR/Free WiFi&gym&Pool& Park,485536928,Lucas,,Vadhana,13.7437609,100.5554285,Entire home/apt,2816,1,249,2024-09-25,20.41,53,269,249,
984483437470681102,【沙吞Loft公寓】免费泳池/步行可达地铁站/近唐人街,264864968,文文,,Sathon,13.713132676328796,100.52161245275498,Entire home/apt,1167,1,24,2024-09-20,1.97,58,268,24,
984486957429824037,NaNa BTS/2BR/Free WiFi&gym&Pool& Park,485536928,Lucas,,Vadhana,13.7437609,100.5554285,Entire home/apt,2422,1,59,2024-09-01,4.88,53,269,59,
984490339535856542,NaNa BTS/1BR/Free WiFi&gym&Pool& Park/,485536928,Lucas,,Vadhana,13.7437609,100.5554285,Entire home/apt,1485,1,7,2024-08-21,0.95,53,271,7,
984494216479758352,NaNa BTS/Sukhumvit/1BR/Free WiFi&gym&Pool& P/T21,485536928,Lucas,,Vadhana,13.7437609,100.5554285,Entire home/apt,1309,1,107,2024-08-25,9.12,53,271,107,
984519764501794014,"아속역 도보5분, 와이파이 제공, 터미널 21, korea town, 매우 큰방, 넷플릭스",523666250,Seongjun,,Vadhana,13.74061,100.56199,Entire home/apt,,4,19,2024-07-02,1.79,1,0,19,
984641235888874251,Modern Comfort 1-bd in Sukhumvit,38782255,Pumin,,Vadhana,13.71457,100.59447,Entire home/apt,1425,28,0,,,2,363,0,
984648079778712818,Line ID pooklook1,455474022,Fofin,,Lak Si,13.894926333948522,100.58511258316622,Private room,1200,1,0,,,1,269,0,
984821026486856232,20F#Pool&Gym#BTS Sliom line Chong Nonsi#2ppl#141,312545246,Mike,,Sathon,13.71745,100.53179,Entire home/apt,1374,1,38,2024-08-19,3.14,63,66,38,
984830855384816355,"Downtown Luxury Loft, 5 mins BTS Onnut. Fast Wifi",482449714,Carl,,Phra Khanong,13.702271092786942,100.60290859297685,Entire home/apt,1700,1,2,2023-11-18,0.19,31,199,2,
985067579263670383,Keep it Up! Great Staycation! Near BTS Talat Phlu,435016000,Balloon,,Thon buri,13.712969765470401,100.47497101128101,Entire home/apt,1277,7,4,2024-08-31,0.45,33,267,4,
985275021440362764,Luxurious Downtown condo@ bts thonglor,501005408,Samuel,,Khlong Toei,13.72114,100.58007,Entire home/apt,1800,5,18,2024-09-21,1.68,9,256,18,
985295417468933546,Bualong House 2,514253582,Bualong,,Vadhana,13.739284182159428,100.5872966626854,Private room,664,1,24,2024-08-30,2.02,3,8,24,
985347598273086646,NO.3 Line Room |Double Room | Near Silom |BTS&Pier,67973902,Morphy,,Sathon,13.710235120055453,100.52046682808266,Entire home/apt,1026,2,49,2024-09-20,4.22,14,235,49,
985419171377287122,Cozy Private Queen Bed Near Silom MRT BTS for Work,42482778,Harnpon,,Bang Rak,13.726123897633913,100.52847147237485,Private room,621,1,27,2024-09-18,2.22,27,336,27,
985432063045102732,Cozy Private Queen Bed Near Silom MRT BTS for Work,42482778,Harnpon,,Bang Rak,13.726162564686339,100.5284437369562,Private room,683,1,31,2024-08-15,2.57,27,354,31,
985466722828972178,Bangkok Pinky vibe Villa,490286427,Jenny,,Khlong Toei,13.73751,100.55914,Entire home/apt,23000,1,0,,,2,270,0,
985527793616961826,2 BRS/sky pool/GYM/T21/Bts+Mrt@ASOK/Sukhumvit,221642164,Xing,,Vadhana,13.7422689,100.5596081,Entire home/apt,4688,10,5,2024-07-17,0.51,24,88,5,
985747694570771498,Serenity Apartment 宁静公寓1237,325788794,海进,,Bang Phlat,13.79928,100.50457,Entire home/apt,490,30,0,,,30,364,0,
985802490095884809,55 sq.m. studio Condo for rent,24666207,Prang,,Dusit,13.777938819130316,100.52704777568577,Private room,,3,0,,,2,270,0,
985875863521009779,cazz hostel,56467017,Chanin,,Vadhana,13.7121556,100.5957262,Private room,,1,0,,,1,267,0,
985903513689150561,#Asoke condo/2 bedroom/BTS/terminal21/luxury72,510890751,Angelina,,Vadhana,13.73843,100.56565,Entire home/apt,,28,8,2024-05-08,0.68,39,14,8,
985935727422898146,素坤逸studio/泳池/健身房/BTS/零距离商场/美食聚集地,20133201,文文,,Khlong Toei,13.70337,100.59249,Entire home/apt,579,7,1,2024-01-28,0.12,51,254,1,
985974469153827225,Sunset BKK City View near BTS,519371282,Mo,,Sathon,13.716041619277114,100.5285664693233,Entire home/apt,831,1,66,2024-09-22,5.50,11,143,66,
985977942715614757,Single Bed in 8 Bed Dorm Free Wi-Fi@Heart of Silom,503896157,Wan,,Bang Rak,13.72684653780217,100.53985063274804,Private room,,1,1,2024-01-01,0.11,8,359,1,
985986770496758924,Deluxe Free Wi-Fi@Heart of Silom,503896157,Wan,,Bang Rak,13.727361473089513,100.5388391253144,Private room,,1,1,2024-07-27,0.49,8,107,1,
985995096715164923,- Hyde Sukhumvit 11 - Glamorous Design 2BR -,62256771,Terry,,Vadhana,13.74286,100.55737,Entire home/apt,3000,5,10,2024-04-18,0.85,58,181,10,
986001947563088320,Cozy Studio near Ratchadapisek MRT | Siri Ratchada,538351444,Naiyana,,Chatu Chak,13.795948170935315,100.56474404409528,Entire home/apt,846,1,25,2024-09-09,2.34,1,352,25,
986089485822577823,The Private Room in Bangkok Old Town Neighbourhood,538372496,Pook,,Phra Nakhon,13.74746,100.49822,Private room,1600,3,0,,,1,361,0,
986439131783303900,Nottinghill condo 2 bedroom apt,489532900,Wilasanee,,Bang Na,13.664178014287673,100.61521114247944,Entire home/apt,677,30,0,,,12,269,0,
986465218599136507,(A6)近bts站方便，雙人床單位,518322790,亞洲樂悠居,,Vadhana,13.70708,100.60068,Entire home/apt,1120,4,2,2024-07-06,0.67,10,354,2,
986538622606058658,"Baan Yeam Pron @Ramkamhaeng 
166 Suvarnabhumi",538475739,Yeam,,Min Buri,13.794268861232347,100.71420259773731,Entire home/apt,2229,2,0,,,1,179,0,
986547975043656176,Tranquil Private Short Stay Queen Bedroom,500570663,Ant,,Phra Khanong,13.6984656,100.6002366,Private room,,1,9,2024-09-01,0.74,9,8,9,
986552704507666861,市中心Rama9地铁中国大使馆/精装修一室欧式公寓/宁静花园欧式泳池/JODD拉差达双网红夜市,13883101,Lei,,Din Daeng,13.7642031,100.5609498,Entire home/apt,1043,4,5,2024-06-21,0.46,5,99,5,
986593967676709297,Regent Court,538483950,Win Min Phyo,,Ratchathewi,13.75587,100.52495,Private room,650,1,1,2024-01-28,0.12,1,269,1,
986642213226069670,The Lumpini  24,512733166,Napida,,Khlong Toei,13.7257266,100.567636,Private room,,30,1,2023-09-29,0.08,1,91,1,
986825180233833385,S36  特惠 Monthly Discount BTS Thonglor swim Gym,179336488,Jc,,Khlong Toei,13.722175290341564,100.57791117319552,Entire home/apt,,90,15,2024-08-23,1.28,32,0,15,
986851685394477729,S36 月租特惠 Sukhumvit 36 1 bedroom bathtub Wi-Fi gym,527749381,Yin,,Khlong Toei,13.71666,100.57546,Entire home/apt,,4,2,2024-01-21,0.23,32,0,2,
986908466768203670,歡迎 The White Bangkok 10 min to Rajamangala stadium,66067378,Gaan,,Wang Thong Lang,13.77091729701696,100.60830311904908,Entire home/apt,1690,14,4,2024-02-05,0.36,2,24,4,
986963976300141314,Hotel near Suvarnabhumi Airport Std. Double - 1B2A,186270866,Elmer,,Lat Krabang,13.718835462488247,100.76430832081496,Private room,1099,1,0,,,163,269,0,
986996625565884873,Hotel near Suvarnabhumi Airport - Std. Twin Bed 2A,186270866,Elmer,,Lat Krabang,13.718860305784375,100.7643119900006,Private room,1099,1,1,2024-02-24,0.14,163,269,1,
987180380531649468,One bedroom rooftop pool view,24515236,Nemanja,,Suanluang,13.7396388,100.6027323,Entire home/apt,1000,180,0,,,1,269,0,
987249018354248287,Stylish Studio @ Bangkapi | Malls | Stadium,1782611,Tanan,,Bang Kapi,13.76227,100.64814,Entire home/apt,564,28,8,2024-09-12,0.74,8,93,8,
987250823834065559,Up and above Relax Loft,29665859,Sirithorn & Felix,,Vadhana,13.71362,100.59376,Entire home/apt,1211,2,2,2024-07-14,0.20,8,269,2,
987267592387491024,Casa Hotel Chatuchak,493412920,Alice,,Chatu Chak,13.8204308,100.5833942,Private room,980,1,0,,,173,269,0,
987271083447668940,Family/Kids Friendly Getaway BKK,538624342,Roy Michael,,Huai Khwang,13.781827588804816,100.57865425124349,Entire home/apt,6310,2,1,2023-09-26,0.08,3,269,1,
987290104654269799,"3BR City-Center Home, Thonglor",194086664,May,,Vadhana,13.72857,100.58962,Entire home/apt,5687,1,34,2024-09-17,2.83,2,109,34,
987380744543220665,Modern room 1min to BTS Onnut,538642328,ทิพยรัตน์,,Phra Khanong,13.704118651552031,100.60258005589672,Entire home/apt,990,2,32,2024-08-16,2.67,1,67,32,
987391583866075994,Condo near BTS I Huamak I Perfect for long stay,244931796,Rose,,Bang Kapi,13.761577745301937,100.64076940423547,Entire home/apt,732,14,3,2024-08-25,0.34,3,262,3,
987402629233254184,Siam Hotel,493412920,Alice,,Ratchathewi,13.7508238,100.5304025,Private room,,1,0,,,173,270,0,
987426173608662911,家庭房/Rama9 两居室/火车头夜市/中央商场/市中心/RCA,20133201,文文,,Huai Khwang,13.759696284740489,100.56855373431671,Entire home/apt,1676,1,5,2024-07-18,0.45,51,263,5,
987447714433336597,Romance & Nice View near Chitlom Skytrain & Park,30386490,Andy,,Parthum Wan,13.73929,100.54302,Entire home/apt,4149,3,51,2024-09-02,4.26,37,115,51,
987450423778601409,市中心/Rama9 Studio/中国大使馆/火车头夜市,159681846,文文,,Din Daeng,13.763442093537538,100.56208577816255,Entire home/apt,,1,0,,,40,0,0,
987475791215149017,Rama9精品超大三居室家庭亲子房/火车夜市/中国大使馆/MRT,159681846,文文,,Huai Khwang,13.760811619050552,100.5699624329343,Entire home/apt,3019,1,0,,,40,209,0,
987495239766792630,Rama9精品大两居/新火车夜市/中国大使馆/MRT,159681846,文文,,Huai Khwang,13.75899,100.56848,Entire home/apt,2153,1,0,,,40,268,0,
987539196602138439,3Bedrooms/3A/ThongLor/Samitivej/Pool&Gym,527632006,Pracha,,Vadhana,13.7344623417555,100.57733113182843,Entire home/apt,3316,4,27,2024-08-30,2.29,5,190,27,
987553177005249810,"Very close MRT+Interchange, Fast internet, SkyPool",22403441,Giftgap,,Bang Sue,13.818909833769819,100.53210951827829,Private room,898,3,15,2024-08-31,1.30,2,82,15,
987574140301989840,免费接机送机/火车夜市/无边泳池/空中花园/近地铁站/RCA,265925211,沐清,,Huai Khwang,13.755209852313937,100.56852616592529,Entire home/apt,,5,8,2024-02-26,0.73,5,1,8,
987595215760679657,1 Minute to BTS Skytrain,538690184,Games,,Bang Na,13.66458,100.60344,Entire home/apt,911,7,7,2024-06-26,0.60,1,287,7,
987634162291997102,"Apt next to BTS, Icon siam, Paragon, Central World",538702308,MeedeedeeHome,,Thon buri,13.713585754706354,100.47639898984816,Private room,,5,6,2024-08-17,0.56,12,0,6,
987966500557542761,Derm Khaosan 24 SQM BKK',31015834,Natha,,Phra Nakhon,13.758297092149018,100.49556561212717,Private room,990,1,2,2023-11-26,0.18,60,270,2,
988010062686407530,"Banana tree garden apartment#2 near airport, BTS",527997542,Sasimanas,,Lak Si,13.859336569677836,100.55870410517544,Entire home/apt,800,1,6,2024-09-01,1.02,3,349,6,
988042201427879282,素坤逸私人studio/泳池/健身房/步行BTS/零距离商场/美食聚集地,485413319,文文,,Khlong Toei,13.70277,100.59232,Entire home/apt,579,7,0,,,37,254,0,
988045006590566204,【月租超低价】近PhayaThai BTS 一居室/露天泳池/王权免税店/暹罗/四面佛/铂金潮流广场,344327171,文文,,Ratchathewi,13.756289939969692,100.53840265158524,Entire home/apt,936,2,4,2024-04-20,0.36,61,253,4,
988059341567821817,Like a home-NaNa BTS 5mins,51715335,Live&Stay,,Vadhana,13.743575817834675,100.55659321478774,Entire home/apt,1583,1,7,2024-08-15,0.70,23,174,7,
988079198279318960,Long term Only/Rama9/3bedroom2bathroom,270215556,Ideomobi,,Huai Khwang,13.76009,100.5681,Entire home/apt,3000,1,3,2024-08-02,0.46,41,6,3,
988089466648419108,Spacious 1BD-Next to Sathorn & Rama 4 Rd.,79188226,Phanida,,Yan na wa,13.70548,100.54232,Entire home/apt,1100,3,14,2024-08-21,1.21,29,121,14,
988090387851228388,Alpine Boutique Pratunam,156636935,Sakyavudhi,,Ratchathewi,13.753938373034137,100.53880933009792,Private room,,1,0,,,1,108,0,
988097287641066322,【月租超低价】暹罗/四面佛/近PhayaThai BTS一居室/露天泳池/王权免税店/铂金潮流广场,264864968,文文,,Ratchathewi,13.75649,100.53858,Entire home/apt,936,2,73,2024-08-18,6.19,58,253,73,
988100174320986803,曼谷市中心/精品单卧/素坤逸核心区/中文接待/月租可用游泳池健身,159681846,文文,,Khlong Toei,13.704445247280582,100.59412071237922,Entire home/apt,579,7,2,2024-07-28,0.20,40,254,2,
988103601882867911,【月租超低价】近PhayaThai BTS一居室/暹罗/四面佛/铂金潮流广场露天泳池/王权免税店,344327171,文文,,Ratchathewi,13.758042413418211,100.53836158294438,Entire home/apt,936,2,0,,,61,253,0,
988122657705141800,【月租超低价】近PhayaThai BTS 一居室/露天泳池/王权免税店/暹罗/四面佛/铂金潮流广场,20133201,文文,,Ratchathewi,13.75601,100.53801,Entire home/apt,936,2,0,,,51,253,0,
988130718300341894,【月租超低价】近PhayaThai BTS精品一居室/露天泳池/暹罗/四面佛/铂金潮流广场,20133201,文文,,Ratchathewi,13.756,100.53928,Entire home/apt,,30,16,2024-08-05,1.42,51,254,16,
988135159982381748,Pool Villa Ramkhamhaeng14 ชั้น1 (3ห้องนอน),530801979,Chonnakan,,Bang Kapi,13.752973424785154,100.60887627443934,Private room,8000,2,0,,,9,269,0,
988155752786024900,Monthly rental/high-rise condo,315766536,ICe,,Bang Kapi,13.7591888063474,100.62815040368545,Entire home/apt,800,14,3,2024-02-09,0.31,38,110,3,
990428119893663694,Khaosan Lodge Hotel,493412920,Alice,,Phra Nakhon,13.7586482,100.4985871,Private room,,1,0,,,173,270,0,
990428161075986413,River view hotel near Asiatique (Junior Suites),493412920,Alice,,Bang Kho laen,13.7044134,100.5050431,Private room,,1,0,,,173,270,0,
990428249260438069,Khaosan Lodge,493412920,Alice,,Phra Nakhon,13.7586482,100.4985871,Private room,,1,0,,,173,270,0,
990440740678709678,Cozy home in BKK,45730392,Aey,,Chatu Chak,13.835691839430254,100.57303723525696,Entire home/apt,1500,29,0,,,1,361,0,
990441993931125074,Near BTS at WDistrict Thonglor,88109830,Tanya,,Vadhana,13.71527,100.59201,Private room,2400,1,0,,,1,269,0,
990449189142407261,Comfy-Homey House *BTS Ekkamai*,539365694,Sakul,,Vadhana,13.722009928988527,100.58821555227041,Entire home/apt,3983,2,39,2024-08-23,3.24,1,319,39,
990484889404988401,S71-56 Sukhumvit 71 BTS Phra khanong  Big Swim Gym,179336488,Jc,,Vadhana,13.71631,100.59383,Entire home/apt,1607,3,20,2024-09-17,1.71,32,264,20,
990629801747488469,S71-56 素坤逸71巷一房一厅42平楼下市场餐厅地铁站顶层泳池健身房,527749381,Yin,,Vadhana,13.726180354170689,100.59554093254725,Entire home/apt,1664,3,3,2024-02-25,0.26,32,264,3,
990928150310465813,Prime Sathorn | BTS Chongnonsri,17505666,Urban Getaway Thailand,,Sathon,13.718925259270813,100.53251798836061,Entire home/apt,2650,20,5,2024-08-27,0.56,24,71,5,
990934833027312724,Spacious Modern Apartment! 5 min BTS Phrom Phong!,482449714,Carl,,Vadhana,13.729432794017162,100.57214621346068,Entire home/apt,1950,1,2,2023-12-17,0.19,31,269,2,
990953814309561170,"Cozy Moment#2 - BTS Nana / Asok, MRT Sukhumvit",22979581,Rath,,Vadhana,13.746955751071647,100.55753687889087,Entire home/apt,1380,3,20,2024-08-06,1.70,4,108,20,
990974589317003860,Palace Hostel at Sukumvit101,539484323,Amarin,,Phra Khanong,13.69241,100.61189,Private room,560,1,0,,,1,362,0,
990988642732100462,7min BKK airport/free pickup/malls nearby,35068115,Shirley,,Lat Krabang,13.71893,100.7327,Entire home/apt,914,1,12,2024-09-01,1.18,4,75,12,
991036491964182288,4#Boutique 3BR Family Suite in Center of Pratunam,6496398,Anne,,Ratchathewi,13.752509583105969,100.53965798709066,Entire home/apt,5551,2,50,2024-09-22,4.39,12,301,50,
991204109060628071,sliom五星顶楼公寓/近bts250m/酒吧街/大皇宫暹罗广场/湄南河购物商场/免费接机/24X7,215327582,Yoyo,,Bang Rak,13.726011449262803,100.52677818900321,Entire home/apt,2500,15,23,2024-08-20,1.97,12,85,23,
991520665686144566,"Near BTS Thonglor, 6B, Samittivej hospital",532704474,ศรราม,,Vadhana,13.733699947843506,100.57718064729211,Entire home/apt,2500,3,31,2024-08-27,2.75,2,260,31,
991635759017989912,"Modern Place + Balcony + Office - near BTS, Market",329551372,Ulrich,,Bang Na,13.664979831755883,100.6038384569819,Entire home/apt,1500,14,0,,,1,89,0,
991660096686197584,Spacious Modern Apartment! 5 mins BTS Phrom Phong!,482449714,Carl,,Vadhana,13.72900497063896,100.57295544655763,Entire home/apt,2100,1,7,2024-02-12,0.63,31,269,7,
991703296016852496,Connected & Affordable Apartment,229953774,Wick,,Phasi Charoen,13.711239528810912,100.45063118690861,Entire home/apt,700,1,0,,,1,270,0,
991736647126162487,Lumpini Ville Ramkhamhaeng 44,106576460,Oom,,Bang Kapi,13.7618974,100.6409042,Entire home/apt,600,28,17,2024-08-31,1.49,4,244,17,
991746143198142320,Bangkok Hotel Saphan Khwai BTS- Deluxe Double room,493412920,Alice,,Phaya Thai,13.7904643,100.5399582,Private room,,1,0,,,173,270,0,
991792028301540615,Hotel at Victory Monument,493412920,Alice,,Ratchathewi,13.7649283,100.5394356,Private room,2870,1,0,,,173,269,0,
991826920880803735,Hotel near Chatuchak Market/BTS,493412920,Alice,,Chatu Chak,13.795951,100.5546645,Private room,,1,0,,,173,270,0,
991836098074363393,Cozy Room l 2 Beds 1 BR l Near Suttisan MRT,526654480,Wamari,,Huai Khwang,13.7927903,100.579825,Private room,1119,3,47,2024-09-16,4.45,2,266,47,
991871634136340812,Hotel Bangkok MRT Sutthisan,493412920,Alice,,Din Daeng,13.7867784,100.5713469,Private room,,1,0,,,173,270,0,
991921874142018811,BAAN Thonglor - cozy local townhouse w 5 beds,418077359,Hiroshi,,Khlong Toei,13.71732,100.57648,Entire home/apt,2538,1,20,2024-09-02,1.95,1,350,20,
992278837947934314,The privacy rama9 condo,93443490,Vincent,,Suanluang,13.744759064011046,100.60331974178553,Entire home/apt,,180,1,2024-02-06,0.13,6,180,1,
992336830862290291,Haus Sathorn Eleven Residence,23876548,Kate,,Sathon,13.71691,100.51964,Private room,690,1,9,2024-08-25,0.77,9,229,9,
992416106480861557,Fat Buds 420 Private Apartment Onnut #1,539771166,Fat Buds,,Vadhana,13.710306668771167,100.60131512582302,Private room,1869,2,42,2024-09-22,4.21,3,128,42,
992641291435966290,Sukhumvit BTS Thong Lo Apartment,493412920,Alice,,Khlong Toei,13.7215871,100.5793354,Private room,1970,1,1,2024-01-04,0.11,173,269,1,
992715053639962129,Studio w/ Kitchenette@Phromphong,8354297,Weeraya,,Vadhana,13.73008,100.57297,Private room,1102,1,18,2024-06-02,1.58,18,360,18,
992727931182007347,Chic Block house@Silom Main road,530620333,Pen,,Bang Rak,13.723736228240275,100.52134558187225,Entire home/apt,4500,1,4,2024-08-22,0.39,4,196,4,
992811829338438212,Modern & Spacious Private Room in Central Bangkok,60572279,Gab,,Ratchathewi,13.750886560794854,100.52634620469951,Entire home/apt,2157,2,25,2024-08-19,2.42,4,149,25,
992985478752487416,Grand Modern 2BR ︱Ultra Fast Wifi︱BTS Phrom Phong,10005164,Sontana,,Khlong Toei,13.7282351,100.57243249,Entire home/apt,2800,29,4,2024-07-14,0.37,32,65,4,
993044920062013573,Dynasty Complex,535926424,Pentul,,Wang Thong Lang,13.79141,100.60798,Private room,550,30,0,,,4,269,0,
993062136787289848,Dynasty Complex,535926424,Pentul,,Wang Thong Lang,13.790200360665981,100.608153741803,Private room,450,30,0,,,4,269,0,
993076112970957200,"1 BR, 8 mins walk to Wutthakat BTS #832",2092389,Sirichol,,Chom Thong,13.715208053218054,100.46465619629518,Entire home/apt,1312,7,17,2024-09-17,1.46,16,169,17,
993082498196097774,Magnolias Waterfront Residences,535926424,Pentul,,Khlong San,13.728200352088857,100.50933386290619,Private room,4500,182,0,,,4,269,0,
998505489230025955,空中健身房 空中泳池 Tiktok Internet celebrity condo 零距离地铁,220893313,无名氏,,Bang Phlat,13.797684145479588,100.50532556935744,Entire home/apt,598,60,2,2024-01-20,0.19,87,269,2,
998505495335383579,five star 空中泳池 Tiktok Internet celebrity condo 地铁,220893313,无名氏,,Bang Phlat,13.798320478467225,100.50388124434376,Entire home/apt,560,30,3,2024-09-10,0.30,87,241,3,
998505499404836220,"Five-star air swimming pool, zero-distance subway",220893313,无名氏,,Bang Phlat,13.79798,100.50405,Entire home/apt,,35,1,2023-11-19,0.10,87,270,1,
